OrderKey,OrderAlternateKey,Order Date,Ship Date,Ship Mode
140081,CA-2016-140081,6/20/2016,6/24/2016,Standard Class
111745,US-2017-111745,11/05/2017,11/06/2017,First Class
148250,CA-2015-148250,12/13/2015,12/17/2015,Standard Class
105760,CA-2016-105760,6/19/2016,6/20/2016,First Class
142958,CA-2016-142958,12/13/2016,12/20/2016,Standard Class
120880,CA-2015-120880,5/29/2015,06/03/2015,Standard Class
140200,US-2015-140200,7/26/2015,7/28/2015,First Class
110576,US-2017-110576,11/28/2017,12/02/2017,Standard Class
131156,CA-2017-131156,04/03/2017,04/07/2017,Standard Class
136539,CA-2017-136539,12/28/2017,01/01/2018,Standard Class
119305,CA-2017-119305,11/30/2017,12/04/2017,Standard Class
102414,CA-2017-102414,5/15/2017,5/18/2017,Second Class
112571,CA-2015-112571,9/22/2015,9/22/2015,Same Day
152142,CA-2017-152142,11/14/2017,11/19/2017,Standard Class
160059,CA-2015-160059,11/27/2015,12/01/2015,Standard Class
120859,CA-2016-120859,09/01/2016,09/04/2016,First Class
127488,CA-2014-127488,9/22/2014,9/24/2014,Second Class
135279,CA-2017-135279,04/09/2017,04/11/2017,First Class
115791,CA-2014-115791,1/16/2014,1/18/2014,Second Class
103247,US-2017-103247,10/05/2017,10/08/2017,Second Class
100209,US-2017-100209,07/09/2017,7/15/2017,Standard Class
159366,CA-2017-159366,01/07/2017,01/10/2017,First Class
145499,CA-2016-145499,5/30/2016,5/31/2016,First Class
157035,CA-2015-157035,12/09/2015,12/12/2015,First Class
144939,CA-2016-144939,10/03/2016,10/08/2016,Standard Class
163419,CA-2014-163419,11/11/2014,11/14/2014,Second Class
100314,CA-2017-100314,9/29/2017,10/05/2017,Standard Class
146829,CA-2015-146829,03/10/2015,03/10/2015,Same Day
167899,CA-2017-167899,5/21/2017,5/26/2017,Standard Class
153549,CA-2015-153549,3/29/2015,3/31/2015,Second Class
110023,CA-2016-110023,09/09/2016,09/11/2016,First Class
105585,CA-2016-105585,8/26/2016,8/27/2016,First Class
117639,CA-2014-117639,5/21/2014,5/25/2014,Standard Class
162537,CA-2015-162537,10/28/2015,11/03/2015,Standard Class
155488,CA-2016-155488,11/13/2016,11/17/2016,Standard Class
124891,CA-2015-124891,7/31/2015,7/31/2015,Same Day
126445,CA-2015-126445,8/27/2015,8/31/2015,Standard Class
111199,CA-2015-111199,11/13/2015,11/17/2015,Standard Class
105312,CA-2015-105312,11/06/2015,11/09/2015,First Class
106705,US-2017-106705,12/26/2017,01/01/2018,Standard Class
135034,CA-2017-135034,08/01/2017,08/03/2017,First Class
158540,CA-2014-158540,11/24/2014,11/26/2014,First Class
118437,CA-2017-118437,6/17/2017,6/21/2017,Second Class
126214,US-2015-126214,12/21/2015,12/24/2015,Second Class
133025,CA-2015-133025,9/17/2015,9/19/2015,Second Class
108665,CA-2015-108665,07/06/2015,07/10/2015,Standard Class
124450,CA-2015-124450,4/27/2015,05/03/2015,Standard Class
167269,CA-2015-167269,6/16/2015,6/20/2015,Standard Class
106964,CA-2017-106964,12/17/2017,12/20/2017,First Class
126529,CA-2016-126529,01/11/2016,1/13/2016,Second Class
163552,CA-2014-163552,07/11/2014,7/15/2014,Standard Class
109820,CA-2016-109820,11/20/2016,11/22/2016,First Class
113061,CA-2016-113061,4/22/2016,4/26/2016,Standard Class
127418,CA-2015-127418,6/13/2015,6/14/2015,First Class
121818,CA-2017-121818,11/20/2017,11/21/2017,First Class
127670,CA-2016-127670,3/20/2016,3/24/2016,Standard Class
102981,CA-2016-102981,09/06/2016,09/09/2016,Second Class
115651,CA-2017-115651,07/09/2017,07/12/2017,First Class
152702,CA-2017-152702,10/12/2017,10/16/2017,Standard Class
169103,CA-2016-169103,03/08/2016,3/13/2016,Standard Class
139192,CA-2014-139192,5/27/2014,06/01/2014,Second Class
153500,US-2015-153500,07/03/2015,07/05/2015,First Class
110667,CA-2015-110667,04/04/2015,04/08/2015,Standard Class
167150,CA-2017-167150,12/10/2017,12/17/2017,Standard Class
105284,CA-2016-105284,11/24/2016,12/01/2016,Standard Class
125374,US-2015-125374,3/23/2015,3/29/2015,Standard Class
161263,CA-2015-161263,4/16/2015,4/21/2015,Standard Class
157686,CA-2016-157686,10/01/2016,10/02/2016,First Class
139955,US-2017-139955,9/28/2017,9/30/2017,Second Class
150161,US-2015-150161,7/25/2015,7/29/2015,Standard Class
144652,CA-2015-144652,11/20/2015,11/26/2015,Standard Class
152814,CA-2016-152814,4/28/2016,05/02/2016,Standard Class
106943,CA-2017-106943,11/14/2017,11/19/2017,Standard Class
134348,CA-2016-134348,11/12/2016,11/19/2016,Standard Class
161781,CA-2016-161781,9/29/2016,9/30/2016,First Class
132521,CA-2017-132521,9/23/2017,9/25/2017,Second Class
110016,CA-2015-110016,11/29/2015,12/04/2015,Standard Class
143819,US-2016-143819,03/01/2016,03/05/2016,Standard Class
167584,CA-2016-167584,08/12/2016,08/12/2016,Same Day
166163,CA-2016-166163,8/15/2016,8/20/2016,Second Class
158407,CA-2017-158407,06/04/2017,06/10/2017,Standard Class
143490,CA-2015-143490,12/06/2015,12/13/2015,Standard Class
165085,CA-2015-165085,12/27/2015,12/31/2015,Standard Class
160423,CA-2017-160423,1/21/2017,1/26/2017,Standard Class
159338,CA-2014-159338,6/25/2014,6/28/2014,First Class
107216,CA-2016-107216,6/14/2016,6/17/2016,First Class
145863,US-2017-145863,4/21/2017,4/27/2017,Standard Class
112340,CA-2016-112340,10/21/2016,10/27/2016,Standard Class
110156,US-2016-110156,11/19/2016,11/24/2016,Standard Class
140585,CA-2017-140585,12/18/2017,12/23/2017,Second Class
144855,CA-2016-144855,7/22/2016,7/24/2016,Second Class
142755,CA-2015-142755,09/04/2015,09/08/2015,Standard Class
147627,US-2014-147627,1/20/2014,1/26/2014,Standard Class
105970,CA-2015-105970,03/02/2015,03/07/2015,Standard Class
112102,CA-2016-112102,04/12/2016,4/16/2016,Standard Class
114776,US-2016-114776,12/06/2016,12/07/2016,First Class
134908,US-2016-134908,06/05/2016,06/09/2016,Standard Class
148803,US-2016-148803,12/11/2016,12/11/2016,Same Day
152170,CA-2016-152170,11/12/2016,11/15/2016,Second Class
146969,CA-2014-146969,9/29/2014,10/03/2014,Standard Class
112452,CA-2015-112452,04/04/2015,04/04/2015,Same Day
113971,CA-2015-113971,05/08/2015,5/14/2015,Standard Class
160395,CA-2017-160395,12/31/2016,01/06/2017,Standard Class
136567,CA-2014-136567,12/20/2014,12/21/2014,First Class
149314,CA-2016-149314,07/02/2016,07/07/2016,Second Class
147039,CA-2017-147039,6/29/2017,07/04/2017,Standard Class
126522,CA-2014-126522,09/01/2014,09/05/2014,Second Class
127964,CA-2014-127964,03/03/2014,03/08/2014,Standard Class
117709,CA-2014-117709,05/04/2014,05/08/2014,Standard Class
125416,CA-2015-125416,11/02/2015,11/02/2015,Same Day
145226,CA-2017-145226,12/08/2017,12/10/2017,Second Class
100279,US-2014-100279,03/10/2014,3/14/2014,Standard Class
158064,CA-2014-158064,4/21/2014,4/25/2014,Standard Class
104430,US-2015-104430,10/22/2015,10/26/2015,Standard Class
132080,CA-2015-132080,8/22/2015,8/25/2015,First Class
161207,CA-2016-161207,8/29/2016,09/03/2016,Standard Class
120243,CA-2014-120243,12/27/2014,12/30/2014,Second Class
113621,CA-2016-113621,12/01/2016,12/05/2016,Standard Class
168081,CA-2016-168081,4/24/2016,4/27/2016,Second Class
128146,CA-2014-128146,6/21/2014,6/25/2014,Standard Class
138779,CA-2017-138779,1/14/2017,1/15/2017,First Class
127131,CA-2014-127131,11/24/2014,11/30/2014,Standard Class
117212,CA-2017-117212,2/26/2017,2/28/2017,Second Class
130519,US-2015-130519,9/15/2015,9/15/2015,Same Day
130946,CA-2016-130946,04/08/2016,04/12/2016,Standard Class
114727,CA-2016-114727,7/18/2016,7/24/2016,Standard Class
133235,CA-2017-133235,08/01/2017,08/04/2017,First Class
137050,CA-2016-137050,7/14/2016,7/18/2016,Second Class
118087,US-2017-118087,09/09/2017,9/13/2017,Standard Class
110184,CA-2014-110184,07/12/2014,7/16/2014,Standard Class
126004,CA-2016-126004,12/04/2016,12/05/2016,First Class
100013,CA-2017-100013,11/06/2017,11/11/2017,Standard Class
132570,CA-2015-132570,10/31/2015,11/02/2015,Second Class
153682,CA-2016-153682,5/30/2016,06/01/2016,First Class
144344,CA-2016-144344,10/28/2016,10/28/2016,Same Day
127012,CA-2014-127012,08/11/2014,8/15/2014,Standard Class
128727,CA-2016-128727,8/29/2016,09/04/2016,Standard Class
162859,US-2016-162859,2/15/2016,2/22/2016,Standard Class
133641,CA-2017-133641,5/14/2017,5/21/2017,Standard Class
168494,CA-2014-168494,12/12/2014,12/14/2014,Second Class
115602,CA-2017-115602,12/18/2017,12/24/2017,Standard Class
154956,CA-2015-154956,07/04/2015,07/09/2015,Standard Class
144638,CA-2017-144638,03/10/2017,3/14/2017,Standard Class
168620,US-2016-168620,12/24/2016,12/28/2016,Second Class
117079,CA-2017-117079,10/23/2017,10/27/2017,Standard Class
144393,US-2016-144393,10/28/2016,11/04/2016,Standard Class
105053,CA-2017-105053,07/07/2017,07/09/2017,Second Class
155992,CA-2016-155992,10/01/2016,10/02/2016,First Class
110380,CA-2017-110380,09/02/2017,09/07/2017,Standard Class
167738,US-2014-167738,12/24/2014,12/29/2014,Standard Class
121412,CA-2017-121412,9/23/2017,9/27/2017,Standard Class
100426,CA-2017-100426,06/04/2017,06/08/2017,Standard Class
103646,US-2016-103646,4/21/2016,4/26/2016,Standard Class
119186,CA-2016-119186,5/26/2016,5/26/2016,Same Day
148698,CA-2016-148698,05/02/2016,05/07/2016,Standard Class
163293,CA-2014-163293,09/08/2014,09/11/2014,First Class
160815,CA-2016-160815,09/05/2016,09/06/2016,First Class
122154,CA-2017-122154,04/09/2017,04/11/2017,First Class
149692,US-2015-149692,12/06/2015,12/12/2015,Standard Class
119445,CA-2016-119445,6/26/2016,07/03/2016,Standard Class
124268,CA-2015-124268,07/04/2015,07/08/2015,Standard Class
154711,CA-2016-154711,11/22/2016,11/26/2016,Standard Class
163384,CA-2016-163384,11/10/2016,11/12/2016,First Class
101707,CA-2015-101707,8/27/2015,09/01/2015,Standard Class
138898,CA-2015-138898,5/25/2015,5/29/2015,Standard Class
115427,CA-2017-115427,12/30/2017,01/03/2018,Standard Class
134425,CA-2016-134425,12/08/2016,12/12/2016,Second Class
121391,CA-2015-121391,10/04/2015,10/07/2015,First Class
137043,CA-2016-137043,12/23/2016,12/25/2016,Second Class
115847,CA-2015-115847,9/19/2015,9/24/2015,Second Class
126179,US-2017-126179,07/03/2017,07/07/2017,Standard Class
101966,CA-2016-101966,7/14/2016,7/16/2016,Second Class
141397,CA-2016-141397,6/20/2016,6/21/2016,First Class
141082,CA-2016-141082,12/09/2016,12/13/2016,Standard Class
134488,US-2016-134488,9/24/2016,10/01/2016,Standard Class
145919,CA-2016-145919,12/18/2016,12/23/2016,Standard Class
157651,CA-2017-157651,12/10/2017,12/14/2017,Standard Class
160773,CA-2014-160773,07/01/2014,07/05/2014,Standard Class
167703,CA-2017-167703,02/03/2017,02/08/2017,Standard Class
121804,CA-2017-121804,03/03/2017,03/08/2017,Standard Class
162635,CA-2017-162635,10/09/2017,10/10/2017,First Class
107153,CA-2014-107153,9/28/2014,10/03/2014,Standard Class
117058,US-2014-117058,5/27/2014,5/30/2014,First Class
120439,CA-2015-120439,6/14/2015,6/18/2015,Standard Class
128258,CA-2016-128258,3/30/2016,04/01/2016,First Class
106033,CA-2017-106033,10/15/2017,10/18/2017,Second Class
142762,CA-2016-142762,5/23/2016,5/27/2016,Standard Class
127705,CA-2017-127705,06/02/2017,06/06/2017,Standard Class
122567,CA-2014-122567,2/16/2014,2/21/2014,Standard Class
121664,CA-2014-121664,05/06/2014,05/10/2014,Standard Class
122133,CA-2016-122133,5/16/2016,5/23/2016,Standard Class
123281,US-2017-123281,04/02/2017,04/07/2017,Standard Class
100524,CA-2017-100524,3/31/2017,04/02/2017,Second Class
113481,CA-2017-113481,01/02/2017,01/04/2017,First Class
131758,CA-2015-131758,5/28/2015,06/01/2015,Standard Class
118339,CA-2014-118339,3/17/2014,3/24/2014,Standard Class
153976,CA-2014-153976,10/03/2014,10/08/2014,Second Class
162901,CA-2016-162901,3/28/2016,3/31/2016,First Class
162978,CA-2017-162978,05/04/2017,05/09/2017,Standard Class
160444,US-2014-160444,07/05/2014,07/05/2014,Same Day
145247,CA-2016-145247,05/05/2016,05/07/2016,First Class
160045,CA-2017-160045,4/26/2017,4/27/2017,First Class
151925,US-2014-151925,9/26/2014,10/01/2014,Second Class
125199,CA-2017-125199,10/19/2017,10/25/2017,Standard Class
155425,US-2017-155425,11/10/2017,11/11/2017,First Class
133249,CA-2017-133249,07/08/2017,07/11/2017,First Class
103471,US-2015-103471,12/24/2015,12/28/2015,Standard Class
136672,CA-2017-136672,03/07/2017,03/12/2017,Standard Class
157021,US-2014-157021,04/01/2014,04/06/2014,Second Class
120362,CA-2015-120362,9/14/2015,9/19/2015,Standard Class
126361,CA-2014-126361,08/04/2014,08/09/2014,Second Class
100566,US-2016-100566,09/03/2016,09/09/2016,Standard Class
108504,US-2016-108504,02/05/2016,02/05/2016,Same Day
124828,CA-2017-124828,07/03/2017,07/04/2017,First Class
117247,US-2017-117247,10/09/2017,10/14/2017,Standard Class
124485,CA-2016-124485,11/24/2016,11/26/2016,First Class
159212,CA-2016-159212,11/01/2016,11/05/2016,Standard Class
161396,US-2016-161396,4/19/2016,4/25/2016,Standard Class
118486,US-2014-118486,04/06/2014,04/08/2014,First Class
130407,CA-2016-130407,09/02/2016,09/06/2016,Standard Class
122245,US-2016-122245,9/25/2016,9/30/2016,Standard Class
105144,CA-2017-105144,11/04/2017,11/11/2017,Standard Class
136329,CA-2016-136329,07/09/2016,7/13/2016,Standard Class
146640,CA-2014-146640,6/30/2014,07/05/2014,Standard Class
115994,CA-2017-115994,1/28/2017,1/31/2017,Second Class
126697,CA-2015-126697,9/21/2015,9/24/2015,First Class
124800,CA-2015-124800,9/26/2015,9/30/2015,Standard Class
164448,US-2015-164448,10/31/2015,11/04/2015,Second Class
122700,CA-2017-122700,11/26/2017,11/30/2017,Standard Class
120768,CA-2014-120768,12/19/2014,12/21/2014,Second Class
153129,US-2016-153129,12/26/2016,12/30/2016,Standard Class
106852,CA-2017-106852,6/20/2017,6/27/2017,Standard Class
139731,CA-2015-139731,10/15/2015,10/15/2015,Same Day
122735,CA-2017-122735,04/12/2017,4/15/2017,Second Class
128160,CA-2017-128160,12/19/2017,12/24/2017,Second Class
117695,CA-2017-117695,08/05/2017,08/08/2017,First Class
166135,CA-2015-166135,10/01/2015,10/06/2015,Standard Class
133725,CA-2016-133725,5/23/2016,5/28/2016,Standard Class
102337,CA-2017-102337,6/13/2017,6/16/2017,First Class
112564,US-2014-112564,4/23/2014,4/24/2014,First Class
145821,CA-2015-145821,05/01/2015,05/07/2015,Standard Class
160150,US-2015-160150,7/19/2015,7/20/2015,First Class
133711,CA-2016-133711,11/26/2016,11/29/2016,First Class
148474,CA-2017-148474,06/12/2017,6/19/2017,Standard Class
111297,CA-2015-111297,8/17/2015,8/21/2015,Standard Class
123722,CA-2016-123722,9/25/2016,10/01/2016,Standard Class
155271,CA-2014-155271,05/04/2014,05/04/2014,Same Day
119907,CA-2015-119907,12/01/2015,12/08/2015,Standard Class
128902,US-2016-128902,03/11/2016,3/15/2016,Standard Class
152289,CA-2016-152289,8/26/2016,8/28/2016,First Class
104794,US-2016-104794,12/16/2016,12/19/2016,First Class
151708,CA-2014-151708,08/08/2014,8/14/2014,Standard Class
100769,CA-2015-100769,5/16/2015,5/16/2015,Same Day
139199,CA-2017-139199,12/09/2017,12/13/2017,Standard Class
161466,US-2015-161466,9/24/2015,9/27/2015,Second Class
164959,CA-2017-164959,07/11/2017,7/15/2017,Standard Class
105676,US-2015-105676,12/01/2015,12/02/2015,Same Day
113138,CA-2016-113138,11/19/2016,11/25/2016,Standard Class
104955,US-2017-104955,3/19/2017,3/24/2017,Standard Class
121958,CA-2016-121958,11/13/2016,11/17/2016,Standard Class
121468,CA-2017-121468,11/19/2017,11/20/2017,First Class
108455,US-2016-108455,12/02/2016,12/08/2016,Standard Class
101210,CA-2017-101210,8/25/2017,8/28/2017,Second Class
108098,US-2016-108098,10/14/2016,10/18/2016,Standard Class
119032,CA-2014-119032,11/27/2014,12/03/2014,Standard Class
140410,CA-2015-140410,11/03/2015,11/07/2015,Standard Class
136280,CA-2014-136280,11/29/2014,12/06/2014,Standard Class
151911,CA-2017-151911,4/30/2017,05/05/2017,Second Class
166436,CA-2017-166436,11/24/2017,11/28/2017,Standard Class
139661,CA-2017-139661,10/30/2017,11/03/2017,Standard Class
123925,CA-2014-123925,12/17/2014,12/19/2014,Second Class
152485,CA-2017-152485,09/04/2017,09/08/2017,Standard Class
141586,CA-2016-141586,10/17/2016,10/20/2016,First Class
130386,CA-2017-130386,11/12/2017,11/18/2017,Standard Class
100468,CA-2016-100468,11/24/2016,12/01/2016,Standard Class
153388,CA-2015-153388,08/01/2015,08/07/2015,Standard Class
154935,CA-2017-154935,12/24/2017,12/29/2017,Standard Class
134208,CA-2016-134208,9/17/2016,9/23/2016,Standard Class
108294,CA-2017-108294,12/10/2017,12/10/2017,Same Day
103611,CA-2017-103611,09/12/2017,9/15/2017,First Class
100384,CA-2017-100384,6/24/2017,07/01/2017,Standard Class
112809,CA-2017-112809,8/18/2017,8/22/2017,Standard Class
160759,US-2017-160759,12/11/2017,12/17/2017,Standard Class
148446,CA-2017-148446,12/10/2017,12/14/2017,Second Class
111059,CA-2014-111059,02/03/2014,02/06/2014,Second Class
116204,CA-2017-116204,02/11/2017,2/14/2017,Second Class
109946,CA-2017-109946,4/16/2017,4/21/2017,Standard Class
144806,CA-2015-144806,12/06/2015,12/11/2015,Standard Class
122392,CA-2016-122392,7/22/2016,7/27/2016,Standard Class
148432,CA-2015-148432,11/07/2015,11/10/2015,Second Class
103793,CA-2015-103793,3/26/2015,3/31/2015,Standard Class
159884,CA-2017-159884,8/31/2017,09/05/2017,Standard Class
139885,CA-2016-139885,12/04/2016,12/08/2016,Standard Class
124086,CA-2017-124086,02/10/2017,2/14/2017,Standard Class
112389,CA-2016-112389,10/29/2016,11/02/2016,Standard Class
121888,CA-2017-121888,9/15/2017,9/17/2017,Second Class
166884,CA-2014-166884,03/11/2014,3/16/2014,Second Class
107181,CA-2014-107181,02/04/2014,02/08/2014,Standard Class
150245,CA-2014-150245,12/31/2014,01/04/2015,Second Class
111395,CA-2015-111395,11/23/2015,11/27/2015,Standard Class
134278,CA-2014-134278,07/06/2014,07/08/2014,First Class
124926,US-2017-124926,11/13/2017,11/18/2017,Second Class
159345,CA-2016-159345,6/17/2016,6/22/2016,Standard Class
130274,CA-2014-130274,05/03/2014,05/05/2014,First Class
158386,CA-2017-158386,10/16/2017,10/21/2017,Standard Class
111507,CA-2015-111507,02/06/2015,2/13/2015,Standard Class
120761,CA-2017-120761,09/04/2017,09/08/2017,Standard Class
109176,CA-2016-109176,05/09/2016,5/15/2016,Standard Class
112116,CA-2015-112116,3/16/2015,3/18/2015,Second Class
126809,CA-2016-126809,04/09/2016,4/13/2016,Standard Class
105172,CA-2014-105172,04/04/2014,04/09/2014,Standard Class
107293,CA-2017-107293,09/05/2017,09/06/2017,First Class
102890,US-2017-102890,6/30/2017,6/30/2017,Same Day
158554,CA-2015-158554,11/09/2015,11/09/2015,Same Day
116239,CA-2014-116239,03/04/2014,03/04/2014,Same Day
132101,CA-2015-132101,3/19/2015,3/25/2015,Standard Class
129112,CA-2015-129112,11/29/2015,11/30/2015,First Class
152002,US-2017-152002,06/11/2017,06/11/2017,Same Day
165029,CA-2017-165029,11/26/2017,11/30/2017,Standard Class
157385,US-2014-157385,11/23/2014,11/25/2014,First Class
101602,CA-2014-101602,12/15/2014,12/18/2014,First Class
109057,CA-2016-109057,4/22/2016,4/27/2016,Standard Class
154403,CA-2016-154403,5/23/2016,5/27/2016,Standard Class
102456,CA-2016-102456,2/27/2016,03/01/2016,First Class
131338,CA-2015-131338,08/09/2015,08/12/2015,First Class
109911,CA-2016-109911,05/12/2016,5/16/2016,Standard Class
132423,US-2016-132423,4/15/2016,4/19/2016,Standard Class
122826,CA-2015-122826,6/23/2015,6/25/2015,Second Class
117317,CA-2014-117317,10/19/2014,10/19/2014,Same Day
118423,CA-2015-118423,3/24/2015,3/27/2015,First Class
149181,CA-2017-149181,05/08/2017,05/12/2017,Standard Class
132234,CA-2017-132234,10/16/2017,10/18/2017,First Class
158876,CA-2017-158876,11/19/2017,11/21/2017,Second Class
164672,CA-2016-164672,05/08/2016,5/13/2016,Second Class
132857,US-2016-132857,12/11/2016,12/17/2016,Standard Class
116645,CA-2017-116645,11/30/2017,12/04/2017,Standard Class
115819,US-2016-115819,4/19/2016,4/24/2016,Second Class
156349,CA-2014-156349,5/26/2014,5/30/2014,Standard Class
138380,CA-2017-138380,12/21/2017,12/25/2017,Standard Class
113509,US-2016-113509,3/15/2016,3/19/2016,Standard Class
130022,CA-2015-130022,08/10/2015,8/16/2015,Standard Class
118780,US-2016-118780,09/10/2016,9/14/2016,Second Class
108560,CA-2017-108560,07/08/2017,7/15/2017,Standard Class
